Celan Date,Quarter,Product ID,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Profit/Sales
14.12.2014,2014-Q4,TEC-MA-10001127,6627,CA-2014-145541,12/14/2014,12/21/2014,Standard Class,TB-21400,Tom Boeckenhauer,Consumer,United States,New York City,New York,10024,East,Technology,Machines,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",6999.96,4,0,"22.399.872,00",
14.12.2014,2014-Q4,OFF-BI-10002353,9512,CA-2014-130575,12/14/2014,12/16/2014,First Class,CS-11845,Cari Sayre,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,GBC VeloBind Cover Sets,"9.264,00",3,0.8,"-13.896,00",
15.12.2014,2014-Q4,TEC-PH-10000169,1575,CA-2014-101602,12/15/2014,12/18/2014,First Class,MC-18100,Mick Crebagga,Consumer,United States,El Paso,Texas,79907,Central,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,40.68,3,0.2,"-9.153,00",
15.12.2014,2014-Q4,FUR-CH-10004675,1576,CA-2014-101602,12/15/2014,12/18/2014,First Class,MC-18100,Mick Crebagga,Consumer,United States,El Paso,Texas,79907,Central,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",763.28,5,0.3,"-21.808,00",
15.12.2014,2014-Q4,FUR-FU-10003829,5584,CA-2014-116673,12/15/2014,12/19/2014,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,San Diego,California,92037,West,Furniture,Furnishings,Stackable Trays,6.16,2,0,"2.853.276,00",
15.12.2014,2014-Q4,FUR-FU-10001546,7007,CA-2014-119466,12/15/2014,12/21/2014,Standard Class,SP-20860,Sung Pak,Corporate,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,Dana Swing-Arm Lamps,"8.544,00",2,0.6,"-7.476,00",
15.12.2014,2014-Q4,FUR-CH-10003774,7484,CA-2014-129938,12/15/2014,12/17/2014,Second Class,EB-13705,Ed Braxton,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki","445.802,00",7,0.3,"-1.082.662,00",
16.12.2014,2014-Q4,OFF-BI-10000591,2606,CA-2014-112718,12/16/2014,12/21/2014,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,Avery Binder Labels,"1.167,00",1,0.7,"-8.558,00",
16.12.2014,2014-Q4,FUR-FU-10004090,3129,CA-2014-136399,12/16/2014,12/17/2014,First Class,CC-12100,Chad Cunningham,Home Office,United States,Los Angeles,California,90049,West,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",44.46,2,0,"146.718,00",
16.12.2014,2014-Q4,FUR-CH-10002602,3130,CA-2014-136399,12/16/2014,12/17/2014,First Class,CC-12100,Chad Cunningham,Home Office,United States,Los Angeles,California,90049,West,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,"241.568,00",2,0.2,"181.176,00",
16.12.2014,2014-Q4,TEC-AC-10001142,3131,CA-2014-136399,12/16/2014,12/17/2014,First Class,CC-12100,Chad Cunningham,Home Office,United States,Los Angeles,California,90049,West,Technology,Accessories,First Data FD10 PIN Pad,"395,00",5,0,39.5,
16.12.2014,2014-Q4,TEC-PH-10004977,3132,CA-2014-136399,12/16/2014,12/17/2014,First Class,CC-12100,Chad Cunningham,Home Office,United States,Los Angeles,California,90049,West,Technology,Phones,GE 30524EE4,"627.168,00",4,0.2,"705.564,00",
16.12.2014,2014-Q4,FUR-CH-10000988,3769,CA-2014-153913,12/16/2014,12/20/2014,Second Class,KB-16585,Ken Black,Corporate,United States,Hialeah,Florida,33012,South,Furniture,Chairs,Hon Olson Stacker Stools,"1.013.832,00",9,0.2,"1.013.832,00",
16.12.2014,2014-Q4,OFF-FA-10000490,3770,CA-2014-153913,12/16/2014,12/20/2014,Second Class,KB-16585,Ken Black,Corporate,United States,Hialeah,Florida,33012,South,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black","1.984,00",2,0.2,"6.696,00",
16.12.2014,2014-Q4,OFF-PA-10000029,4713,CA-2014-108273,12/16/2014,12/21/2014,Standard Class,EJ-13720,Ed Jacobs,Consumer,United States,Huntsville,Texas,77340,Central,Office Supplies,Paper,Xerox 224,"36.288,00",7,0.2,"1.865.995,00",
16.12.2014,2014-Q4,FUR-FU-10002116,4714,CA-2014-108273,12/16/2014,12/21/2014,Standard Class,EJ-13720,Ed Jacobs,Consumer,United States,Huntsville,Texas,77340,Central,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats","56.568,00",2,0.6,"-749.526,00",
16.12.2014,2014-Q4,OFF-PA-10000595,4886,CA-2014-151379,12/16/2014,12/20/2014,Standard Class,SC-20695,Steve Chapman,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Paper,Xerox 1929,114.2,5,0,"52.532,00",
16.12.2014,2014-Q4,FUR-CH-10001854,6918,CA-2014-124247,12/16/2014,12/21/2014,Standard Class,SH-20635,Stefanie Holloman,Corporate,United States,Sacramento,California,95823,West,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,1403.92,5,0.2,"70.196,00",
16.12.2014,2014-Q4,TEC-AC-10001314,9020,CA-2014-100706,12/16/2014,12/18/2014,Second Class,LE-16810,Laurel Elliston,Consumer,United States,Springfield,Virginia,22153,South,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,99.98,2,0,"2.952.804,00",
16.12.2014,2014-Q4,FUR-FU-10002268,9021,CA-2014-100706,12/16/2014,12/18/2014,Second Class,LE-16810,Laurel Elliston,Consumer,United States,Springfield,Virginia,22153,South,Furniture,Furnishings,Ultra Door Push Plate,29.46,6,0,"1.942.605,00",
16.12.2014,2014-Q4,TEC-AC-10004171,9831,CA-2014-113257,12/16/2014,12/18/2014,Second Class,SC-20305,Sean Christensen,Consumer,United States,Beaumont,Texas,77705,Central,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,"319.968,00",4,0.2,"959.904,00",
16.12.2014,2014-Q4,FUR-FU-10001706,9832,CA-2014-113257,12/16/2014,12/18/2014,Second Class,SC-20305,Sean Christensen,Consumer,United States,Beaumont,Texas,77705,Central,Furniture,Furnishings,Longer-Life Soft White Bulbs,"8.624,00",7,0.6,"-25.872,00",
17.12.2014,2014-Q4,OFF-AR-10002952,1495,CA-2014-123925,12/17/2014,12/19/2014,Second Class,RF-19840,Roy Französisch,Consumer,United States,Columbus,Georgia,31907,South,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,40.05,3,0,"11.214,00",
17.12.2014,2014-Q4,OFF-BI-10002954,4420,CA-2014-139633,12/17/2014,12/24/2014,Standard Class,EC-14050,Erin Creighton,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,"5.484,00",4,0.7,"-40.216,00",
19.12.2014,2014-Q4,OFF-BI-10000773,435,US-2014-150574,12/19/2014,12/25/2014,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,Insertable Tab Post Binder Dividers,"4.812,00",2,0.7,"-36.892,00",
19.12.2014,2014-Q4,TEC-AC-10002600,436,US-2014-150574,12/19/2014,12/25/2014,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,Jacksonville,Florida,32216,South,Technology,Accessories,Belkin QODE FastFit Bluetooth Keyboard,247.8,5,0.2,"-18.585,00",
19.12.2014,2014-Q4,OFF-BI-10001191,1432,CA-2014-120768,12/19/2014,12/21/2014,Second Class,IM-15070,Irene Maddox,Consumer,United States,Florence,Alabama,35630,South,Office Supplies,Binders,Canvas Sectional Post Binders,152.76,6,0,"748.524,00",
19.12.2014,2014-Q4,OFF-SU-10004115,1433,CA-2014-120768,12/19/2014,12/21/2014,Second Class,IM-15070,Irene Maddox,Consumer,United States,Florence,Alabama,35630,South,Office Supplies,Supplies,Acme Stainless Steel Office Snips,7.27,1,0,"2.822.962,00",
19.12.2014,2014-Q4,FUR-CH-10000513,1434,CA-2014-120768,12/19/2014,12/21/2014,Second Class,IM-15070,Irene Maddox,Consumer,United States,Florence,Alabama,35630,South,Furniture,Chairs,High-Back Leather Manager's Chair,1819.86,14,0,"1.637.874,00",
19.12.2014,2014-Q4,OFF-LA-10001934,8793,CA-2014-162992,12/19/2014,12/21/2014,First Class,BP-11095,Bart Pistole,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Labels,Avery 516,14.62,2,0,"2.488.915,00",
19.12.2014,2014-Q4,OFF-FA-10004248,8794,CA-2014-162992,12/19/2014,12/21/2014,First Class,BP-11095,Bart Pistole,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,22.55,5,0,"2.208.105,00",
19.12.2014,2014-Q4,TEC-PH-10001944,8795,CA-2014-162992,12/19/2014,12/21/2014,First Class,BP-11095,Bart Pistole,Corporate,United States,Los Angeles,California,90008,West,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,583.8,5,0.2,"72.975,00",
19.12.2014,2014-Q4,TEC-PH-10002085,8796,CA-2014-162992,12/19/2014,12/21/2014,First Class,BP-11095,Bart Pistole,Corporate,United States,Los Angeles,California,90008,West,Technology,Phones,Clarity 53712,"211.168,00",4,0.2,"158.376,00",
19.12.2014,2014-Q4,TEC-PH-10002817,9522,CA-2014-169446,12/19/2014,12/25/2014,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,Chicago,Illinois,60623,Central,Technology,Phones,RCA ViSYS 25425RE1 Corded phone,"323.976,00",3,0.2,"364.473,00",
19.12.2014,2014-Q4,OFF-PA-10000295,9523,CA-2014-169446,12/19/2014,12/25/2014,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,Xerox 229,"15.552,00",3,0.2,"924.917,00",
19.12.2014,2014-Q4,OFF-ST-10000419,9524,CA-2014-169446,12/19/2014,12/25/2014,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,"Rogers Jumbo File, Granite","32.592,00",3,0.2,"-77.406,00",
20.12.2014,2014-Q4,OFF-ST-10004337,1155,CA-2014-136567,12/20/2014,12/21/2014,First Class,PS-19045,Penelope Sewall,Home Office,United States,Harrisonburg,Virginia,22801,South,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",122.48,2,0,"0,00",
20.12.2014,2014-Q4,FUR-TA-10001932,1156,CA-2014-136567,12/20/2014,12/21/2014,First Class,PS-19045,Penelope Sewall,Home Office,United States,Harrisonburg,Virginia,22801,South,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",2244.48,7,0,"4.937.856,00",
20.12.2014,2014-Q4,OFF-BI-10003982,1157,CA-2014-136567,12/20/2014,12/21/2014,First Class,PS-19045,Penelope Sewall,Home Office,United States,Harrisonburg,Virginia,22801,South,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,62.31,3,0,"292.857,00",
20.12.2014,2014-Q4,FUR-TA-10000617,1158,CA-2014-136567,12/20/2014,12/21/2014,First Class,PS-19045,Penelope Sewall,Home Office,United States,Harrisonburg,Virginia,22801,South,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",455.1,2,0,"100.122,00",
20.12.2014,2014-Q4,OFF-LA-10002043,3150,US-2014-109036,12/20/2014,12/25/2014,Standard Class,KH-16510,Keith Herrera,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Labels,Avery 489,"46.173,00",3,0,"14.904,00",
20.12.2014,2014-Q4,OFF-AP-10004868,3320,CA-2014-134551,12/20/2014,12/25/2014,Standard Class,TS-21505,Tony Sayre,Consumer,United States,Columbia,Tennessee,38401,South,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,"43.512,00",7,0.2,"2.254.704,00",
20.12.2014,2014-Q4,FUR-CH-10004287,3321,CA-2014-134551,12/20/2014,12/25/2014,Standard Class,TS-21505,Tony Sayre,Consumer,United States,Columbia,Tennessee,38401,South,Furniture,Chairs,SAFCO Arco Folding Chair,662.88,3,0.2,"74.574,00",
20.12.2014,2014-Q4,OFF-PA-10002689,3322,CA-2014-134551,12/20/2014,12/25/2014,Standard Class,TS-21505,Tony Sayre,Consumer,United States,Columbia,Tennessee,38401,South,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),25.92,5,0.2,"9.072,00",
20.12.2014,2014-Q4,OFF-BI-10004632,3643,CA-2014-156594,12/20/2014,12/23/2014,Second Class,MC-17845,Michael Chen,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,"487.984,00",2,0.2,"152.495,00",
20.12.2014,2014-Q4,OFF-AR-10001725,3644,CA-2014-156594,12/20/2014,12/23/2014,Second Class,MC-17845,Michael Chen,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,47.3,2,0,"12.298,00",
20.12.2014,2014-Q4,OFF-AR-10004269,3645,CA-2014-156594,12/20/2014,12/23/2014,Second Class,MC-17845,Michael Chen,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Art,Newell 31,4.13,1,0,"-122.720,00",
20.12.2014,2014-Q4,OFF-BI-10003007,3646,CA-2014-156594,12/20/2014,12/23/2014,Second Class,MC-17845,Michael Chen,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",155.12,5,0.2,"50.414,00",
20.12.2014,2014-Q4,TEC-AC-10001539,3859,CA-2014-140816,12/20/2014,12/20/2014,Same Day,TC-21295,Toby Carlisle,Consumer,United States,Thornton,Colorado,80229,West,Technology,Accessories,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,"447.944,00",7,0.2,"895.888,00",
20.12.2014,2014-Q4,OFF-LA-10003720,4283,CA-2014-103100,12/20/2014,12/23/2014,First Class,AB-10105,Adrian Barton,Consumer,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Labels,Avery 487,3.69,1,0,"1.988.017,00",
20.12.2014,2014-Q4,OFF-BI-10004600,4284,CA-2014-103100,12/20/2014,12/23/2014,First Class,AB-10105,Adrian Barton,Consumer,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,1103.97,3,0,"4.967.865,00",
20.12.2014,2014-Q4,FUR-FU-10003773,4419,CA-2014-160157,12/20/2014,12/27/2014,Standard Class,MH-17455,Mark Hamilton,Consumer,United States,Hamilton,Ohio,45011,East,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,"190.848,00",3,0.2,"-214.704,00",
20.12.2014,2014-Q4,FUR-FU-10001876,4690,CA-2014-138681,12/20/2014,12/22/2014,First Class,CT-11995,Carol Triggs,Consumer,United States,Tucson,Arizona,85705,West,Furniture,Furnishings,"Computer Room Manger, 14""","51.968,00",2,0.2,"743.909,00",
20.12.2014,2014-Q4,TEC-AC-10003628,4691,CA-2014-138681,12/20/2014,12/22/2014,First Class,CT-11995,Carol Triggs,Consumer,United States,Tucson,Arizona,85705,West,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,"71.976,00",3,0.2,"215.928,00",
20.12.2014,2014-Q4,FUR-CH-10004860,4692,CA-2014-138681,12/20/2014,12/22/2014,First Class,CT-11995,Carol Triggs,Consumer,United States,Tucson,Arizona,85705,West,Furniture,Chairs,Global Low Back Tilter Chair,"242.352,00",3,0.2,"-424.116,00",
20.12.2014,2014-Q4,OFF-PA-10000357,4693,CA-2014-138681,12/20/2014,12/22/2014,First Class,CT-11995,Carol Triggs,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Paper,Xerox 1888,221.92,5,0.2,"77.672,00",
20.12.2014,2014-Q4,OFF-PA-10003270,4694,CA-2014-138681,12/20/2014,12/22/2014,First Class,CT-11995,Carol Triggs,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Paper,Xerox 1954,"8.448,00",2,0.2,2.64,
20.12.2014,2014-Q4,OFF-AP-10001563,6107,CA-2014-120852,12/20/2014,12/25/2014,Standard Class,WB-21850,William Brown,Consumer,United States,Grand Prairie,Texas,75051,Central,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,"19.432,00",2,0.8,"-495.516,00",
20.12.2014,2014-Q4,TEC-AC-10004510,6108,CA-2014-120852,12/20/2014,12/25/2014,Standard Class,WB-21850,William Brown,Consumer,United States,Grand Prairie,Texas,75051,Central,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,65.44,5,0.2,-8.18,
20.12.2014,2014-Q4,FUR-CH-10004875,7339,CA-2014-163412,12/20/2014,12/23/2014,Second Class,SM-20950,Suzanne McNair,Corporate,United States,New York City,New York,10035,East,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,"192.186,00",3,0.1,"363.018,00",
21.12.2014,2014-Q4,FUR-CH-10004287,5639,CA-2014-154893,12/21/2014,12/27/2014,Standard Class,GM-14440,Gary McGarr,Consumer,United States,San Diego,California,92024,West,Furniture,Chairs,SAFCO Arco Folding Chair,1325.76,6,0.2,"149.148,00",
21.12.2014,2014-Q4,FUR-CH-10000595,5640,CA-2014-154893,12/21/2014,12/27/2014,Standard Class,GM-14440,Gary McGarr,Consumer,United States,San Diego,California,92024,West,Furniture,Chairs,Safco Contoured Stacking Chairs,572.16,3,0.2,35.76,
21.12.2014,2014-Q4,OFF-BI-10000977,6243,CA-2014-134621,12/21/2014,12/28/2014,Standard Class,DP-13390,Dennis Pardue,Home Office,United States,Columbia,Tennessee,38401,South,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,18.24,2,0.7,"-14.592,00",
21.12.2014,2014-Q4,OFF-LA-10004409,9465,CA-2014-109127,12/21/2014,12/25/2014,Standard Class,JC-15775,John Castell,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Labels,Avery 492,17.28,6,0,"2.771.644,00",
22.12.2014,2014-Q4,OFF-AR-10003394,6146,CA-2014-133543,12/22/2014,12/26/2014,Standard Class,KM-16660,Khloe Miller,Consumer,United States,San Jose,California,95123,West,Office Supplies,Art,Newell 332,11.76,4,0,"-53.994,00",
22.12.2014,2014-Q4,OFF-ST-10004946,6529,CA-2014-146864,12/22/2014,12/26/2014,Standard Class,BT-11530,Bradley Talbott,Home Office,United States,New York City,New York,10024,East,Office Supplies,Storage,Desktop 3-Pocket Hot File,216.4,4,0,"56.264,00",
22.12.2014,2014-Q4,OFF-ST-10000585,6915,CA-2014-142510,12/22/2014,12/29/2014,Standard Class,NP-18700,Nora Preis,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,Economy Rollaway Files,132.16,1,0.2,"9.912,00",
22.12.2014,2014-Q4,OFF-BI-10002824,6916,CA-2014-142510,12/22/2014,12/29/2014,Standard Class,NP-18700,Nora Preis,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,Recycled Easel Ring Binders,"17.904,00",6,0.8,"-31.332,00",
22.12.2014,2014-Q4,OFF-PA-10001289,6917,CA-2014-142510,12/22/2014,12/29/2014,Standard Class,NP-18700,Nora Preis,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,White Computer Printout Paper by Universal,"124.032,00",4,0.2,"449.616,00",
22.12.2014,2014-Q4,OFF-BI-10003984,9724,CA-2014-101364,12/22/2014,12/26/2014,Standard Class,TW-21025,Tamara Willingham,Home Office,United States,New York City,New York,10011,East,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',"296.712,00",13,0.2,"1.001.403,00",
23.12.2014,2014-Q4,OFF-AP-10002350,3213,CA-2014-142314,12/23/2014,12/28/2014,Standard Class,SF-20200,Sarah Foster,Consumer,United States,Richmond,Indiana,47374,Central,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,207.24,11,0,"580.272,00",
23.12.2014,2014-Q4,FUR-TA-10001676,3980,CA-2014-114517,12/23/2014,12/27/2014,Standard Class,TH-21235,Tiffany House,Corporate,United States,New York City,New York,10024,East,Furniture,Tables,Hon 61000 Series Interactive Training Tables,"53.316,00",2,0.4,"-195.492,00",
23.12.2014,2014-Q4,OFF-AP-10002350,3981,CA-2014-114517,12/23/2014,12/27/2014,Standard Class,TH-21235,Tiffany House,Corporate,United States,New York City,New York,10024,East,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,56.52,3,0,"158.256,00",
23.12.2014,2014-Q4,OFF-PA-10000223,7005,CA-2014-126333,12/23/2014,12/28/2014,Standard Class,ME-18010,Michelle Ellison,Corporate,United States,Port Arthur,Texas,77642,Central,Office Supplies,Paper,Xerox 2000,"5.184,00",1,0.2,"2.280.576,00",
23.12.2014,2014-Q4,OFF-PA-10001295,9380,CA-2014-154158,12/23/2014,12/27/2014,Second Class,CC-12670,Craig Carreira,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,"45.528,00",3,0.2,"159.348,00",
23.12.2014,2014-Q4,FUR-CH-10004698,9381,CA-2014-154158,12/23/2014,12/27/2014,Second Class,CC-12670,Craig Carreira,Consumer,United States,Tampa,Florida,33614,South,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton","64.784,00",1,0.2,"1.053.513,00",
23.12.2014,2014-Q4,OFF-ST-10000078,9382,CA-2014-154158,12/23/2014,12/27/2014,Second Class,CC-12670,Craig Carreira,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,"424.272,00",2,0.2,"-106.068,00",
23.12.2014,2014-Q4,OFF-AR-10001868,9383,CA-2014-154158,12/23/2014,12/27/2014,Second Class,CC-12670,Craig Carreira,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Art,Prang Dustless Chalk Sticks,"1.344,00",1,0.2,"504,00",
23.12.2014,2014-Q4,OFF-ST-10004950,9384,CA-2014-154158,12/23/2014,12/27/2014,Second Class,CC-12670,Craig Carreira,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,83.92,5,0.2,"-1.049,00",
24.12.2014,2014-Q4,OFF-PA-10001947,403,CA-2014-113166,12/24/2014,12/26/2014,First Class,LF-17185,Luke Foster,Consumer,United States,Miami,Florida,33180,South,Office Supplies,Paper,Xerox 1974,"9.568,00",2,0.2,"1.016.897,00",
24.12.2014,2014-Q4,FUR-FU-10003096,669,CA-2014-156314,12/24/2014,12/26/2014,First Class,RP-19390,Resi Pölking,Consumer,United States,Cleveland,Ohio,44105,East,Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow",30.36,5,0.2,"1.967.046,00",
24.12.2014,2014-Q4,OFF-ST-10003306,1267,US-2014-167738,12/24/2014,12/29/2014,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Storage,Letter Size Cart,142.86,1,0,"414.294,00",
24.12.2014,2014-Q4,FUR-CH-10001146,1268,US-2014-167738,12/24/2014,12/29/2014,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Los Angeles,California,90045,West,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray","292.272,00",6,0.2,"18.267,00",
24.12.2014,2014-Q4,TEC-PH-10000213,4504,US-2014-138247,12/24/2014,12/29/2014,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90045,West,Technology,Phones,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,"173.656,00",7,0.2,"173.656,00",
24.12.2014,2014-Q4,OFF-AP-10000828,4505,US-2014-138247,12/24/2014,12/29/2014,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,361.96,2,0,"1.013.488,00",
24.12.2014,2014-Q4,TEC-AC-10004708,4506,US-2014-138247,12/24/2014,12/29/2014,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90045,West,Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,62.85,3,0,"131.985,00",
24.12.2014,2014-Q4,TEC-PH-10001530,4507,US-2014-138247,12/24/2014,12/29/2014,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90045,West,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,"818.376,00",3,0.2,"511.485,00",
24.12.2014,2014-Q4,OFF-ST-10002301,4508,US-2014-138247,12/24/2014,12/29/2014,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Storage,Tennsco Commercial Shelving,20.34,1,0,"2.034,00",
24.12.2014,2014-Q4,FUR-FU-10002554,4509,US-2014-138247,12/24/2014,12/29/2014,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90045,West,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",23.99,1,0,"1.197.022,00",
24.12.2014,2014-Q4,OFF-AP-10003278,8949,CA-2014-132913,12/24/2014,12/26/2014,First Class,AS-10090,Adam Shillingsburg,Consumer,United States,San Diego,California,92037,West,Office Supplies,Appliances,Belkin 7-Outlet SurgeMaster Home Series,13.97,1,0,"1.615.163,00",
26.12.2014,2014-Q4,FUR-CH-10004063,125,US-2014-152030,12/26/2014,12/28/2014,Second Class,AD-10180,Alan Dominguez,Home Office,United States,Houston,Texas,77041,Central,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,"600.558,00",3,0.3,"-85.794,00",
26.12.2014,2014-Q4,FUR-FU-10004091,294,CA-2014-111451,12/26/2014,12/28/2014,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock","300.416,00",8,0.2,"788.592,00",
26.12.2014,2014-Q4,FUR-CH-10001891,295,CA-2014-111451,12/26/2014,12/28/2014,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,Furniture,Chairs,Global Deluxe Office Fabric Chairs,"230.352,00",3,0.2,"201.558,00",
26.12.2014,2014-Q4,FUR-FU-10002918,296,CA-2014-111451,12/26/2014,12/28/2014,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,"218.352,00",3,0.2,"-245.646,00",
26.12.2014,2014-Q4,OFF-BI-10004593,297,CA-2014-111451,12/26/2014,12/28/2014,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,78.6,5,0.7,-62.88,
26.12.2014,2014-Q4,OFF-FA-10004854,298,CA-2014-111451,12/26/2014,12/28/2014,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box","27.552,00",3,0.2,"397.630,00",
